"","feature","EM-Percentile-tos-585","EM-Percentile-tos-245","EM-Percentile-tos-126"
"5130","Modiolus_hanleyi",100,100,100
"5131","Modiolus_philippinarum",60.5493133583021,58.5518102372035,63.4207240948814
"5132","Modulus_tectum",65.1571164510166,61.275415896488,65.0646950092421
"5133","Moira_atropos",89.2592592592593,91.4814814814815,89.2592592592593
"5134","Mola_mola",50.0697211155378,50.2041832669323,52.046812749004
"5135","Molgula_incidata",80,93.3333333333333,93.3333333333333
"5136","Monacanthus_chinensis",61.219512195122,59.0243902439024,63.9024390243902
"5137","Monacoa_grimaldii",60.8990382578486,62.242087870186,60.3186035673431
"5138","Monacoa_niger",53.9483517395998,57.5188906418666,54.8534418334302
"5139","Monanchora_clathrata",65.6565656565657,61.3053613053613,65.4234654234654
"5140","Monanchora_dianchora",61.2612612612613,74.7747747747748,80.1801801801802
"5141","Monanchora_unguiculata",51.9543973941368,47.8827361563518,54.071661237785
"5142","Monetaria_annulus",69.5616883116883,66.6396103896104,69.3993506493506
"5143","Monilea_belcheri",65.6934306569343,61.5875912408759,65.6934306569343
"5144","Monilea_callifera",57.2637517630465,54.4428772919605,60.7898448519041
"5145","Monocentris_japonica",60.3550295857988,56.1143984220907,63.0177514792899
"5146","Monochirus_trichodactylus",77.5784753363229,87.8923766816144,87.8923766816144
"5147","Monodactylus_argenteus",42.7055511441565,40.1284920233884,43.3191366491013
"5148","Monodonta_labio",56.9182389937107,54.2452830188679,62.1069182389937
"5149","Monomitopus_longiceps",64.2424242424242,63.030303030303,72.7272727272727
"5150","Monomitopus_pallidus",55.3260869565217,48.5869565217391,59.1304347826087
"5151","Monoplex_aquatilis",70.0437317784257,67.0553935860058,69.533527696793
"5152","Monostaechas_quadridens",89.2857142857143,91.4285714285714,87.8571428571429
"5153","Monotaxis_grandoculis",70.2970297029703,67.3974540311174,69.8019801980198
"5154","Montastraea_curta",69.2127825409197,66.6406858924396,68.8230709275136
"5155","Montastrea_salebrosa",54.7619047619048,51.5873015873016,58.531746031746
"5156","Montipora_aequituberculata",69.2830188679245,66.3396226415094,69.3584905660377
"5157","Montipora_angulata",69.4339622641509,66.4150943396226,68.5283018867924
"5158","Montipora_australiensis",69.558599695586,66.8188736681887,68.8736681887367
"5159","Montipora_calcarea",65.9980897803247,60.9360076408787,65.3295128939828
"5160","Montipora_caliculata",70.0724637681159,67.3188405797102,69.2028985507246
"5161","Montipora_capitata",68.2868525896414,63.5059760956175,67.6494023904383
"5162","Montipora_capricornis",69.2247454972592,66.1707126076742,68.5982772122161
"5163","Montipora_cebuensis",64.8387096774194,60.2150537634409,64.7311827956989
"5164","Montipora_crassituberculata",68.480909829407,64.9878147847279,68.480909829407
"5165","Montipora_danae",68.7450039968026,65.5475619504396,68.9048760991207
"5166","Montipora_efflorescens",69.3672839506173,66.5123456790123,68.8271604938272
"5167","Montipora_effusa",69.3016116653876,66.5387567152725,68.9178818112049
"5168","Montipora_floweri",69.5584817970565,66.3051897753679,68.7064291247095
"5169","Montipora_foliosa",68.72,65.44,68.96
"5170","Montipora_foveolata",67.6136363636364,63.7987012987013,66.8831168831169
"5171","Montipora_grisea",67.039586919105,62.736660929432,66.2650602409639
"5172","Montipora_hispida",69.4063926940639,66.6666666666667,68.7975646879756
"5173","Montipora_hoffmeisteri",69.2009309542281,66.0977501939488,68.4251357641583
"5174","Montipora_incrassata",66.6079295154185,62.1145374449339,65.8149779735683
"5175","Montipora_informis",69.5717505634861,66.5664913598798,68.7453042824944
"5176","Montipora_lobulata",75.296442687747,71.7391304347826,71.1462450592885
"5177","Montipora_millepora",69.3909020817271,66.4610639938319,68.7740940632228
"5178","Montipora_mollis",66.7519181585678,63.000852514919,65.8994032395567
"5179","Montipora_monasteriata",64.5752895752896,60.5212355212355,65.0579150579151
"5180","Montipora_nodosa",69.4144838212635,66.5639445300462,68.8751926040062
"5181","Montipora_peltiformis",67.1369294605809,63.2365145228216,66.058091286307
"5182","Montipora_samarensis",63.9915522703273,59.1341077085533,64.6251319957761
"5183","Montipora_solanderi",65.5141037306642,61.7834394904459,65.0591446769791
"5184","Montipora_spongodes",63.913470993117,59.5870206489675,64.306784660767
"5185","Montipora_spumosa",68.984375,66.09375,68.59375
